type,coordinates long,coordinates lat,category,name,info,area_total_m2,perimeter_total_m,area_perimeter_ratio_total
Feature,13.282468051590934,52.63544636168718,Grünanlage,"Nibelungenstr./Im Amseltal, R.A.B.",Amselteich,2851.15,396.48,7.1912
Feature,13.28169730727889,52.64062972722646,Grünanlage,"Neubrücker Str. 7, R.A.B.",Neubrückerteich,1404.63,235.23,5.9712
Feature,13.289348351306948,52.639911156231,Grünanlage,Ludwig-Lesser-Park,,60180.02,1662.84,36.1912
Feature,13.293090020498093,52.62913944693991,Grünanlage,Kreuzritterstr./Kasinoweg,,850.16,129.04,6.5885
Feature,13.272755732614561,52.635012038125524,Grünanlage,"Laurinsteig zw. Nr. 28 u. 30, R.A.B",Laurinteich,882.54,254.98,3.4613
Feature,13.303268765476783,52.63402396261647,Grünanlage,Enkircher Str./Rüdesheimer Str.,,651.86,127.47,5.1139
Feature,13.29855608663092,52.64012677415917,Grünanlage,"Mehringer Str./Zeltinger Str., R.A.B.",Mehringteich,2149.76,310.46,6.9244
Feature,13.274026400755014,52.63898136994717,Grünanlage,"Neubrücker Str. zw. Nr. 53 u. 57, R.A.B.",Neubrandteich,2681.1,488.79,5.4852
Feature,13.28998882108628,52.63766839220418,Grünanlage,"Wiltinger Str., Denkmal",,2071.47,191.05,10.8428
Feature,13.308101774881008,52.63297582844592,Grünanlage,Zerndorfer Höhe,,61877.96,2388.51,25.9065
Feature,13.265152373908624,52.636816477749306,Grünanlage,"Neubrücker Str./Am Eichenhain, R.A.B.",Eichenpfuhl,3369.88,372.29,9.0517
Feature,13.30187813970089,52.64063003751863,Grünanlage,Remstaler Str./Gutshofstr.,,1122.18,194.83,5.7596
Feature,13.237567850499193,52.62047345207919,Grünanlage,"Ruppiner Chaussee, Grünanlage",,27441.22,3416.31,8.0324
Feature,13.32360393124213,52.56564991492674,Grünanlage,Berenhorstbecken,,2282.01,223.28,10.2205
Feature,13.323776673017568,52.5706022527315,Grünanlage,Auguste-Viktoria-Allee 17 - Grünanlage,Segenskirche,3811.74,667.55,5.7101
Feature,13.370402190034946,52.61054082470432,Grünanlage,Freizeitpark Lübars,,427283.49,5257.69,81.2684
Feature,13.30962943692251,52.571207522904295,Grünanlage,Fasanenpromenade,,11310.92,2053.28,5.5087
Feature,13.369702614683835,52.59878076893873,Grünanlage,"Wilhelmsruher Damm - Quickborner Str., hinter Kol. Fechner",Wanderweg zur Quickborner Str.,1657.06,710.94,2.3308
Feature,13.344695695175375,52.61754503500505,Grünanlage,Deilingeweg,ehem. Erholungsanlage,1223.5,206.42,5.9273
Feature,13.313063617907101,52.60116515647467,Grünanlage,Avenue Charles de Gaulle 32-33,hinter Nimrodstr. u. am Packereigraben,8738.2,1351.52,6.4655
Feature,13.27440483144707,52.5798059787185,Grünanlage,"Borsigdamm, am Tegeler See",,36848.13,1865.95,19.7476
Feature,13.263626416763163,52.575826565,Grünanlage,Uferweg Neheimer Straße,ehem. Tiefbrunnenstrecke,16965.73,3461.64,4.9011
Feature,13.331250548191825,52.57669732178939,Grünanlage,Reinickes Hof,,941.37,130.89,7.1922
Feature,13.335553301391437,52.61247512605768,Grünanlage,Zabel-Krüger-Damm 69/71,,12943.15,653.6,19.8029
Feature,13.31281698020291,52.59829073996892,Grünanlage,Steinbergpark Hundeplatz - am Packereigraben,Am Packereigraben,860.78,117.36,7.3346
Feature,13.37543068928894,52.56939602631438,Grünanlage,Hausotterplatz,,2080.58,161.75,12.863
Feature,13.360385359318672,52.60718254617378,Grünanlage,Wanderweg Bruchstücken/neben Quickborner Str. 105,,3939.19,772.54,5.099
Feature,13.365831932849263,52.572887702800806,Grünanlage,Armbrustweg 2-9,,2652.85,346.37,7.659
Feature,13.24325983183062,52.60588880517008,Grünanlage,Im Erpelgrund - Grünanlage,,38591.77,1840.71,20.9657
Feature,13.229399327750018,52.61200380597597,Grünanlage,"Am Dachsbau/Schulzendorfer Str., - Vogelschutzgebiet",,32139.7,1232.95,26.0672
Feature,13.210175574023634,52.60255896024667,Grünanlage,"Alt-Heiligensee 111, Aussichtsplattform",,1665.03,327.62,5.0821
Feature,13.295284750649854,52.59020071114164,Grünanlage,"Marzahnstr., Straßenentwidmung (bis Oeserstr.)",,662.64,109.63,6.0444
Feature,13.302904232647867,52.643234227510966,Grünanlage,"Schönfließer Str./Oranienburger Chaussee, R.A.B.",,9859.5,606.57,16.2544
Feature,13.362689174238684,52.57565976376788,Grünanlage,Klemkepark,,41674.53,2390.47,17.4336
Feature,13.27976175002728,52.59246543429146,Grünanlage,Karolinenstr. 18,Medical-Park,12066.92,691.53,17.4496
Feature,13.341525000233164,52.57255996131913,Grünanlage,Humboldtstr./Brusebergstr.,,4019.52,311.23,12.915
Feature,13.341250991548495,52.57725308315336,Grünanlage,Kienhorstpark,,116977.02,7471.55,15.6563
Feature,13.282199593830008,52.59264825998626,Grünanlage,"Karolinenstr. 19 ggü, Durchgang Schloßstr.",,2361.56,301.84,7.8238
Feature,13.291386320417205,52.586753415531646,Grünanlage,"BAB, Überbauung Tunnel Tegel",Ernststr. - Waidmannsluster Damm,29894.59,3736.51,8.0007
Feature,13.276552977540593,52.587885053104884,Grünanlage,"Alt-Tegel, Dorfaue",,3676.25,566.08,6.4942
Feature,13.284004607870154,52.59412844364772,Grünanlage,"Waidmannsluster D./Buddestr.,Grünanlage",,8902.22,603.49,14.7513
Feature,13.267565787475071,52.59291018161134,Grünanlage,Freizeitpark Tegel,,34442.33,1981.35,17.3833
Feature,13.297509799480816,52.59550612587032,Grünanlage,"Ziekowstr.-Steinbergpark, Fuß-u. Radweg an KG",,6459.19,1573.62,4.1047
Feature,13.29547503366701,52.59297660248526,Grünanlage,"Marzahnstr./Hatzfeldtallee, Grünanlage",Durchgang Bollestr.,1261.75,314.73,4.0091
Feature,13.367677589623744,52.56530263212267,Grünanlage,"Simmelstr., Durchg. Pankower Allee",,1412.46,345.77,4.085
Feature,13.381306012741927,52.571079920765456,Grünanlage,Provinzstr. - Koloniestr.,inkl. Bahnhofplatz,3186.5,820.03,3.8858
Feature,13.365570805786247,52.57331141164696,Grünanlage,Breitkopfbecken,,14843.44,1449.89,10.2377
Feature,13.296909814414336,52.59486283164933,Grünanlage,"Nordgraben, Gorkistr.-Ziekowstr.",Grünanlage,4773.87,930.33,5.1314
Feature,13.278013576509476,52.590515769492924,Grünanlage,"Tegeler Hafen, Uferpromenade",,8637.58,1374.16,6.2857
Feature,13.342048673264522,52.57406349905196,Grünanlage,Kuhnpromenade u. Lindauer Allee 59/61,,3121.97,472.08,6.6133
Feature,13.269117144550593,52.592309595386844,Grünanlage,Wanderweg an der Malche,,25379.3,2606.39,9.7373
Feature,13.305568996824798,52.60428739390374,Grünanlage,"Fließtal, Karolinenstr.-Oraniendamm",,284364.84,10699.5,26.5774
Feature,13.300715128326352,52.5490441764208,Grünanlage,"Hohenzollernkanal, Hinckeldeybrücke",,1997.81,242.81,8.2279
Feature,13.333395126429698,52.58161345449924,Grünanlage,Oranienburger Str./ Rathauspromenade,,2333.54,228.32,10.2205
Feature,13.300560956632552,52.59187709790829,Grünanlage,"Gorkistr./Basdorfer Zeile,Grünanlage",,2727.14,257.76,10.5802
Feature,13.21288763216842,52.608185179602344,Grünanlage,"Alt-Heiligensee, Dorfaue",,27023.57,2891.4,9.3462
Feature,13.32307461401812,52.573041954811615,Grünanlage,Lienemannstr. (Sackgasse),,875.54,118.68,7.3776
Feature,13.282350640759114,52.55022692853763,Grünanlage,"Vor den Toren I, Mecklenburgweg/Im Winkel",,31361.83,1025.45,30.5833
Feature,13.308196030982778,52.57520823058219,Grünanlage,"Wackerweg, Kolonie",,811.38,150.06,5.4069
Feature,13.225954290073721,52.60800330995665,Grünanlage,"Grabens. Hlgs., Wiesengraben",,12198.76,1321.02,9.2344
Feature,13.221921124016466,52.621676368795285,Grünanlage,"Grabens. Hlgs., Weidengraben",,3738.18,712.57,5.2461
Feature,13.230828708813794,52.620893772971776,Grünanlage,"Grabens. Hlgs., Lindengraben",,12491.0,2636.77,4.7372
Feature,13.360785440564326,52.56325167313283,Grünanlage,Schäferseepark,,57048.96,3993.26,14.2863
Feature,13.357967680675674,52.56689005462007,Grünanlage,"Deutsche Str., Grünzug bis Stargardtstr.",,7032.08,708.26,9.9287
Feature,13.357541008522485,52.568830806320406,Grünanlage,Steinhövelplatz,"Emmentaler Str.,Grünanlage",6858.67,575.45,11.9188
Feature,13.35203264988335,52.574273125817534,Grünanlage,"Alt-Reinickendorf, Durchgang Lindauer Allee",,6552.26,604.84,10.8331
Feature,13.348152463819027,52.57528827562299,Grünanlage,"Roedernallee, Alt-Rdf.-Lindauer Allee",,3012.12,338.19,8.9066
Feature,13.349053571113972,52.57708577942758,Grünanlage,"Bahnhofspark, S-Bhf. Alt-Reinickendorf",,23994.58,974.36,24.6261
Feature,13.229308980899267,52.60425599182844,Grünanlage,"Bumpfuhl, ND",,55948.12,1430.07,39.1226
Feature,13.34654528283676,52.56632814503251,Grünanlage,Verlängerte Teichstraße,,10278.92,1795.4,5.7252
Feature,13.228491297580911,52.61383830873916,Grünanlage,"Grabens. Hlgs., Haselgraben",,12178.66,2765.81,4.4033
Feature,13.221945684120168,52.610306725629805,Grünanlage,"Grabens. Hlgs., Eschengraben",,36976.33,3853.67,9.5951
Feature,13.220563500066943,52.620773830776706,Grünanlage,"Nieder-Neuendorfer See, Uferstr.",,5782.15,1232.01,4.6933
Feature,13.217845662954021,52.60927488995189,Grünanlage,LSG nördl. des Heiligensees,,57613.83,1132.39,50.8782
Feature,13.231448434989044,52.616922762727405,Grünanlage,"Grabens. Hlgs., Birkengraben",,10382.64,2438.79,4.2573
Feature,13.22124265592709,52.614913937568154,Grünanlage,"Grabens. Hlgs., Erlengraben",,29707.08,5696.0,5.2154
Feature,13.34165403366886,52.568367027643724,Grünanlage,"Brusebergstr., Grünzug  zur Gotthardstr.",,16499.52,1439.99,11.4581
Feature,13.344461558711528,52.58499425598442,Grünanlage,"Peckwischgraben, Wanderweg",,24834.17,5401.85,4.5973
Feature,13.351779071220006,52.57511495579403,Grünanlage,"Alt-Reinickendorf, Dorfaue",,3343.28,557.1,6.0013
Feature,13.327129428071327,52.62096227185321,Grünanlage,"Fließtal, Titusweg-Veltheimstr.",nördl. d. Fließgew. einschl. Hermsd.See,731448.39,21944.58,33.3316
Feature,13.32318094609185,52.61624421181658,Grünanlage,"Seebadstr. 36a, ehem. Tongruben",,2279.64,339.36,6.7174
Feature,13.312434539938133,52.61189803703205,Grünanlage,"Brandtstr., Innenkreis",Naturdenkmal,1199.81,415.18,2.8899
Feature,13.32790359199486,52.61142186496217,Grünanlage,"Zehntwerder Weg/Benekendorffstr., Durchgangsweg",Benekendorfstr.-Tiefenbronner Str.,1613.55,257.03,6.2776
Feature,13.310380100758424,52.61733361713676,Grünanlage,Schloßstr. 33/37 - Wachsmuthstr.,Apostel-P.-Kirche,4942.69,307.85,16.0556
Feature,13.304365005508664,52.62209660983972,Grünanlage,"Hohefeldstr. 16-18, R.A.B.",,2349.13,374.03,6.2807
Feature,13.298091321544227,52.616461007611335,Grünanlage,Heidenheimerstr. (Sackgasse),an der Carl-Benz-Oberschule,2914.34,464.51,6.2741
Feature,13.318506582242795,52.62400514582078,Grünanlage,Waldseepark,,27977.59,2341.97,11.9462
Feature,13.333764314825398,52.61225714765177,Grünanlage,Albtalpark (NSG),,11454.42,998.46,11.4721
Feature,13.295475640560747,52.61747325619429,Grünanlage,"Heidenheimer Str. (ab Friedrichsthaler Weg), Wanderweg am Wald",,3012.0,384.87,7.826
Feature,13.32063381483383,52.614618684856396,Grünanlage,"Alt-Hermsdorf, Dorfaue",,6555.46,1011.8,6.479
Feature,13.289990545353614,52.59612418501836,Grünanlage,"Friedhof Am Fließtal, Entwidmungsfläche",Ausgliederung Friedhof,2421.87,199.72,12.1263
Feature,13.217274528319273,52.59773299421966,Grünanlage,"Friedhof Heiligensee, Entwidmungsfläche",Ausgliederung Friedhof,33829.14,2491.65,13.577
Feature,13.230877093294925,52.57073982578294,Grünanlage,Almazeile/Beatestraße,,1113.12,207.91,5.3539
Feature,13.352917759867166,52.61417527117994,Grünanlage,Wittenauer Str. 214 (Klötzgraben),Ecke Am Klötzgraben 16587,6583.4,590.6,11.1469
Feature,13.353989859292948,52.616302334583736,Grünanlage,Quickborner Str. 205,Erholungsfläche,1041.29,198.09,5.2566
Feature,13.352812460194624,52.6115582603057,Grünanlage,Wittenauer Str./Alter Bernauer Heerweg,Ecke Alter Bernauer Heerweg,6155.53,365.3,16.8505
Feature,13.278404147657847,52.63722921646077,Grünanlage,"Stolzingstr., R.A.B.","Nibelungenteich, Stolzingteich",6003.86,1097.55,5.4702
Feature,13.303504047230762,52.59469728099102,Grünanlage,"Gorkistr./Nordgraben, Wanderweg an KG Steinberg",,20809.81,3049.07,6.825
Feature,13.277589406041297,52.552318529511275,Grünanlage,"Alter Wiesenweg, Erholungsfläche",KG Am Wasserbunker,4699.62,894.56,5.2536
Feature,13.335919195493553,52.60690651377975,Grünanlage,"Schluchseestr. 56, Erholungsfläche",vor KG Steintal,806.68,195.38,4.1287
Feature,13.344091101685517,52.62066698048892,Grünanlage,"Deilingeweg 3-5, 8 u. 10, Zehntwerderweg 210",ehem. Kleingartenfläche,13497.66,1379.02,9.7879
Feature,13.32269989611459,52.56126611114963,Grünanlage,Kurt-Schumacher-Damm 42,,7675.79,726.94,10.559
Feature,13.335543424811137,52.58556153313688,Grünanlage,Kirschblütenplatz,Durchgang Oranienburger Str.,1075.26,181.98,5.9087
Feature,13.222070320936114,52.59795108342313,Grünanlage,"Sandhauser Str., hinter Friedhof",entwidmete Friedhofsfläche,20579.26,655.14,31.4122
Feature,13.270804342404723,52.55074730049696,Grünanlage,"Mäckeritzwiesen, Vor den Toren IV",Grünanlage,33485.85,3358.97,9.9691
Feature,13.351747063400001,52.57102385557833,Grünanlage,Thurgauer Str./Aroser Allee (außen),Grünanlage,3610.4,831.31,4.343
Feature,13.365059736703742,52.56327012400431,Grünanlage,Franz-Neumann-Platz,,3509.59,265.6,13.2138
Feature,13.320490349648688,52.57617424350897,Grünanlage,"Waldstr., Grünzug",,11005.24,1990.89,5.5278
Feature,13.228472520814192,52.57600152313488,Grünanlage,Gerlindeweg/Friederikestr.,,1404.31,169.93,8.264
Feature,13.242696755792979,52.60242859173935,Grünanlage,"Grabens. Hlgs., Grimbartgraben",,15558.9,2254.77,6.9004
Feature,13.227385804712807,52.5853415964887,Grünanlage,Falkenplatz,,5998.5,715.39,8.385
Feature,13.220982566856474,52.57955078436897,Grünanlage,Buntspechtstr./Nußhäherstr.,,7271.43,485.43,14.9793
Feature,13.340978015867544,52.56567345109938,Grünanlage,Septimerbecken (Winterthurstr.-Scharnweberstr.),,23322.67,3829.76,6.0899
Feature,13.270629090500153,52.5920280691295,Grünanlage,Campestr./Holwedestr.,,848.66,116.18,7.305
Feature,13.289286166162524,52.57296903288444,Grünanlage,Kolonie Am Wanderweg/JVA - Finnentroper Weg 38 A,,10225.42,1878.21,5.4442
Feature,13.310250247278443,52.58755166577298,Grünanlage,Verlängerte Ernststraße,,3805.83,1085.82,3.505
Feature,13.286597458288153,52.57752194268932,Grünanlage,Sterkrader Str. (hinter Havelmüller-GS),,5004.42,558.71,8.9571
Feature,13.281037083445547,52.566357212224446,Grünanlage,Flughafensee,,247554.09,7676.94,32.2465
Feature,13.297894222804516,52.59069439425502,Grünanlage,"Bollestr., Oeserstr.-Borsigaue",,3248.07,397.43,8.1726
Feature,13.294285920835097,52.57569801024363,Grünanlage,Bernhard-Lichtenberg-Platz,Bernauerstr./Seidelstr.,2683.32,373.47,7.1849
Feature,13.295732906664897,52.58902225585042,Grünanlage,Breitachzeile,,666.25,110.51,6.0286
Feature,13.296536564101773,52.549060053639316,Grünanlage,Wanderweg am Hohenzollernkanal,Bernauer Str.-General-Ganeval-Brücke,7812.49,5570.77,1.4024
Feature,13.299469460027176,52.58942632999919,Grünanlage,Borsigaue,,9477.67,1419.24,6.678
Feature,13.304147555186299,52.58989058261229,Grünanlage,Borsigwalder Weg/Miraustr.-Am Nordgraben (Wanderweg),,8186.31,864.04,9.4744
Feature,13.28980925476787,52.58314844183695,Grünanlage,"Berliner Str. 71, Anlage Borsigdenkmal",,13269.12,1257.13,10.5551
Feature,13.334614802239901,52.62060220588533,Grünanlage,"Fließtal, Freibad-Bez.-Grenze",,179323.57,12791.79,14.0186
Feature,13.35183525884782,52.61245954905589,Grünanlage,"Am Wiesenende 7 - 37 A (Klötzgraben), Grabenbiotop",,1456.81,300.67,4.8452
Feature,13.348149040980942,52.60923604900355,Grünanlage,"Wittenauer Str. 161+151 ggü., südl. AEG-Siedlung",,3882.76,330.05,11.7642
Feature,13.346480785089058,52.61012751889191,Grünanlage,Klötzbecken bis Zabel-Krüger-Damm,einschl. Klötzbecken,52213.5,4039.83,12.9247
Feature,13.16880626312761,52.51264551662764,Grünanlage,Weinmeisterhornweg-Straße 467,zw. HausNr. 114 und 120,2593.94,245.55,10.5637
Feature,13.172510882762795,52.515872797078586,Grünanlage,Langes Becken,Rückhaltebecken Heerstr-Fahremundstr,17983.92,1124.09,15.9986
Feature,13.133744202340221,52.45826367550401,Grünanlage,Unkenpfuhl-Grünanlage,,86764.44,2196.07,39.5089
Feature,13.179729504070893,52.523079902865355,Grünanlage,Egelpfuhlwiesen-Grünzug,Alloisius Weg und Orchideenwiese,59165.75,2918.65,20.2716
Feature,13.19339088731362,52.51985924690045,Grünanlage,Földerichplatz,Földerichplatz,3896.52,686.29,5.6777
Feature,13.204456316997389,52.52254302712615,Grünanlage,Burgwall-Tankerhafen,Schulenburgbrücke bis Betckestr.,7532.52,687.78,10.9519
Feature,13.205615936338765,52.53041127860496,Grünanlage,Ruhlebener Str-Grunewaldstraße-GA,an der Ernst-Ludwig-Heim GS,8977.22,775.9,11.5701
Feature,13.162827212614635,52.53734713974282,Grünanlage,Straße 357 am Neustaakener Graben,zw Fernbahn und Staakener Straße,2268.42,316.44,7.1685
Feature,13.183730370608021,52.49491352365282,Grünanlage,Rothenbücherweg-Dr. Kleusberg-Promenade,Liegewiese Plessches Gelände,70209.47,2720.53,25.8073
Feature,13.228015006027922,52.54679617718691,Grünanlage,Pulvermühlenweg- Grünanlage,,6258.85,648.74,9.6477
Feature,13.203686517379394,52.53242764917283,Grünanlage,Stresow-Plantage,Grunewaldstraße,868.55,155.31,5.5925
Feature,13.203385421201034,52.530412168826956,Grünanlage,Burgwallschanze,Histor. Teil der Stresowbefestigung,12827.33,1181.83,10.8538
Feature,13.213860838690191,52.524810382196804,Grünanlage,Freiheitswiesen,Bereich Tiefwerder Wiesen,107890.61,3687.65,29.2573
Feature,13.197738258099944,52.529053662709735,Grünanlage,Burgwall-GA,Ziegelhof bis Spandauer Burgwall,6012.2,1311.78,4.5832
Feature,13.18289002357456,52.476563287814855,Grünanlage,Havelmathen sog. Lechnersches Gelände,,73074.37,4407.71,16.5788
Feature,13.207536001077766,52.528380407535536,Grünanlage,Ruhlebener Str Ecke Tiefwerderweg,,1349.28,258.03,5.2291
Feature,13.17657406179395,52.484613217325766,Grünanlage,Windmühlenberg mit Bockwindmühle,An den Berggärten,20849.55,1462.41,14.2569
Feature,13.185844000844728,52.48378259741751,Grünanlage,Kleine Badewiese- Alt Gatow GA,Beutelscher Hof-Am Wiesenhaus,16548.75,1570.16,10.5395
Feature,13.14220713942858,52.489641981065056,Grünanlage,Straße 269-Fläche H 30 a,Potsdamer Chaussee,5000.68,380.62,13.1382
Feature,13.20643480484132,52.53999808441512,Grünanlage,Hoher Steinweg-Alte Stadtmauer,Kolk-ehem. Kräutergarten,777.95,137.94,5.6398
Feature,13.171055911945723,52.52542413539521,Grünanlage,Jonny K.- Aktivpark,zw KGA-Egelpfuhlwiesen I u III-Carlo-Schmid-OS,77138.74,2457.08,31.3945
Feature,13.15001460913011,52.51816831952965,Grünanlage,Hahneberg-GA Wege und Plateau,incl. Bruno-H.-Bürgel Sternwarte,36408.71,15144.82,2.404
Feature,13.14765081550324,52.45389339271125,Grünanlage,Runeberg,Alte Kiesgrube,20932.21,1139.88,18.3636
Feature,13.186008096696018,52.50725726955137,Grünanlage,Küfersteig Ecke Keltererweg,,5235.56,488.0,10.7287
Feature,13.173164762048602,52.53092319254194,Grünanlage,Bullengrabengrünzug II,Päwesiner Weg bis Egelpfuhlstr,34428.92,1517.76,22.6841
Feature,13.235492047629688,52.55758347871873,Grünanlage,Rohrbruchwiesen-GA sog Liegewiese,am Hohenzollernkanal,22456.26,1033.84,21.7212
Feature,13.118927280238147,52.47161006798723,Grünanlage,Groß-Glienicker See-GA sog Pferdekoppel,Badestelle,24129.67,1175.43,20.5283
Feature,13.23509346559784,52.54952016230167,Grünanlage,Rhenaniastraße-Biotop,,33962.92,919.2,36.9483
Feature,13.133233702403603,52.44893498366396,Grünanlage,Temmeweg-Contessaweg,Sakrower Kirchweg,4206.45,669.33,6.2845
Feature,13.171757876097507,52.50851102686711,Grünanlage,Wilhelmstraße bis GS am Weinmeisterhorn,südl Daberkowstr parallel BWB-Flächen,1920.01,711.78,2.6975
Feature,13.26995910377452,52.53801634104241,Grünanlage,Jugendplatz,,1517.3,177.76,8.5355
Feature,13.128621777957619,52.45121445994449,Grünanlage,Gößweinsteiner Gang,,6520.53,912.69,7.1443
Feature,13.213749164025726,52.52050450067827,Grünanlage,Tiefwerder-Margareteninsel,Bereich Fauler See,89519.32,4220.85,21.2089
Feature,13.209880900990932,52.5400080580234,Grünanlage,Zitadelle I-westl Glacis Wladimir-Gall-Weg,Zitadellen-Vorgelände-Umfeld,30182.98,2394.84,12.6033
Feature,13.167117818061639,52.48916539527501,Grünanlage,Triftweg,ab Straße 265 bis Groß-Glienicker Weg,12132.88,2604.86,4.6578
Feature,13.139180195658426,52.532030814569175,Grünanlage,Bullengrabengrünzug V,Brunsbütteler Damm ab Nennhauser Damm bis Phillipp-Gerlach-Weg,20373.86,1075.12,18.9504
Feature,13.131896817660271,52.54486633072553,Grünanlage,Heidelakegraben-Grünzug,Finkenkruger Weg bis Stadtgrenze,9784.65,2311.2,4.2336
Feature,13.151268435736526,52.450751349239866,Grünanlage,Imchen-Insel,,15310.48,504.64,30.3395
Feature,13.19091245713048,52.523975244679065,Grünanlage,Wilhelmstraße-Grünfläche,angrenzend Stadion Wilhelmstraße u Bertholdt-BrechtOS,2425.52,674.12,3.598
Feature,13.147873943675743,52.54354946087311,Grünanlage,Heidelake-Ungewitterweg,,24506.82,1894.62,12.935
Feature,13.151613855569842,52.45506427143917,Grünanlage,Imchenallee-Sibeliusweg-Grünfläche,ehem. Golfplatz,77015.87,1437.21,53.587
Feature,13.236869950195821,52.55513575222377,Grünanlage,Rohrbruchwiesen-GA,sog ehem Kohlelager,59412.28,1482.17,40.0847
Feature,13.141350075740455,52.52324553083707,Grünanlage,Hahneberg-Naturschutzgebiet,rund ums Fort Hahneberg bis Heerstraße,95716.51,2864.18,33.4185
Feature,13.14385948104285,52.45406320310267,Grünanlage,Konrad-Birkholz-Platz,Dorfplatz Kladow am Bürgerhaus,1677.27,174.78,9.5962
Feature,13.114479040846277,52.459900672529606,Grünanlage,Groß-Glienicker See-GA sog Moorloch,Badestelle,33702.5,2496.17,13.5017
Feature,13.246991611894847,52.547209535925326,Grünanlage,Saatwinkler Damm Ecke Gartenfelder Str.,Waldstück,924.57,168.05,5.5019
Feature,13.229876567111473,52.52835238149783,Grünanlage,Charlottenburger Chaussee 54/74,am Güterbahnhof,8087.76,780.34,10.3644
Feature,13.166236236465943,52.46024213278972,Grünanlage,Breitehorn-Havelpromenade,incl. Ernst-Liesegang-Ufer,26151.0,4328.36,6.0418
Feature,13.129502719853557,52.459177826320214,Grünanlage,Pegnitzring,,12406.54,898.47,13.8086
Feature,13.198769509564215,52.51695845081285,Grünanlage,Freiflächen Siedlung Birkenwäldchen,öffentliche Nutzung,5831.4,593.0,9.8337
Feature,13.20314161841004,52.51793265754136,Grünanlage,Grimnitzseepark-incl Birkenwäldchen,,79870.45,4252.29,18.7829
Feature,13.26432564577925,52.54330195228169,Grünanlage,"Wilhelm-von-Siemens-Park, intensiv",Heidegarten und Rhododendren,2868.77,362.99,7.9031
Feature,13.269538682424189,52.547576498667574,Grünanlage,Saatwinkler Damm-Jungfernheideweg,,25099.14,684.88,36.6476
Feature,13.13895135665806,52.45329899465391,Grünanlage,Sakrower Landstraße 26,,1789.58,203.53,8.7926
Feature,13.154332243554895,52.5293092310903,Grünanlage,Bullengrabengrünzug IV-Pietzkukenlake,Magistratsweg bis Stieglakebecken,36636.69,2092.89,17.5053
Feature,13.18941620356479,52.5110973451971,Grünanlage,Scharfe Lanke,Wochenendsiedlung  Bocksfelde  angrenzend,28120.63,2573.88,10.9254
Feature,13.20385052136925,52.52419340009332,Grünanlage,Burgwallgraben-Promenade,Krowelstr. bis Schulenburgbrücke,8634.97,1557.68,5.5435
Feature,13.151386883184163,52.496167402213004,Grünanlage,Potsdamer Chaussee-Grünstreifen vor Zaun,zw Radweg und LsFriedhof Gatow-Zaun,1410.34,1303.62,1.0819
Feature,13.170847398966856,52.56550753265249,Grünanlage,Niederheideweg-Waldweg Zaun Baumschule,Weg östl. angrenzend Baumschule,1870.39,542.34,3.4487
Feature,13.166483679109726,52.56465932007858,Grünanlage,Baumschule-Rahmengrün,innerhalb und angrenzend der KGA,1898.05,617.21,3.0752
Feature,13.271583267704813,52.53111152324047,Grünanlage,Siemens Technopark,Wohlrabedamm Siemensstichkanal,5783.4,816.15,7.0862
Feature,13.172394872544903,52.56170676262376,Grünanlage,Bötzowbahntrasse I parallel-östl.,KGA Radeland von Forst bis Radelandstr.,1019.88,723.03,1.4106
Feature,13.169468355511166,52.54630074557065,Grünanlage,Bötzowbahntrasse IV parallel-östl.,zw. Falkenseer Chaussee bis Spekteweg,2453.07,1483.48,1.6536
Feature,13.167500086061803,52.5310532278406,Grünanlage,Bullengrabengrünzug III,Egelpfuhlstr bis Magistratsweg,17696.55,2510.89,7.0479
Feature,13.200878666113624,52.52739427541372,Grünanlage,Schifffahrtsufer,Ziegelhof bis Burgwallgraben,8054.4,1164.56,6.9163
Feature,13.13854895638644,52.52175068781185,Grünanlage,Fort Hahneberg-FFH-Gebiet,Baudenkmal und Natura 2000,95594.23,1174.01,81.4255
Feature,13.151993348024138,52.54633486731393,Grünanlage,Spektegrünzug C-Teil 2 Spektelake,ab Str Am Kiesteich bis Falkenseer Chaussee,171101.49,9089.6,18.8239
Feature,13.1490711865321,52.55867766064591,Grünanlage,Spektegrünzug D-südl Teil,z. Teil ehem. KGA Grenzstein,43557.45,3038.66,14.3344
Feature,13.115255549565946,52.4658503353713,Grünanlage,Groß-Glienicker See-GA sog Halbinsel,Zugang Badestelle,39338.82,1135.93,34.6314
Feature,13.267792637902218,52.543097593236475,Grünanlage,"Wilhelm-von-Siemens-Park, extensiv",,155102.9,3515.99,44.1135
Feature,13.193393091075698,52.51645399634284,Grünanlage,Südpark II-intensiv,HGP-Pilotflächen,14519.95,948.31,15.3115
Feature,13.237725964861413,52.55179411217315,Grünanlage,Alter Bln-Spandauer Schifffahrtskanal,Gartenfeld,7520.65,3321.97,2.2639
Feature,13.215646335429804,52.55313802110035,Grünanlage,Ufergrünzug West-Wasserstadt,Zum alten Strandbad,5094.59,587.2,8.676
Feature,13.174205991285206,52.469238424322135,Grünanlage,Waldschluchtpfad Grünfläche,,4660.66,481.67,9.6759
Feature,13.214712145600727,52.5628617507967,Grünanlage,Maselakekanalsteg-Grünzug,Nordufer Maselakekanal,7760.1,1177.53,6.5902
Feature,13.117613128938546,52.47443625552578,Grünanlage,Gutsstraße-ehem Gutspark Groß-Glienicke,Zugang Groß-Glienicker-See,1777.31,392.11,4.5327
