type,coordinates long,coordinates lat,category,name,info,aktualisiert
Point,13.5736225,52.4506812,Sitzbank,Sitzbank,,2026-07-15
Point,13.5741616,52.4511923,Sitzbank,Sitzbank,,2026-07-15
Point,13.5740742,52.4511182,Sitzbank,Sitzbank,,2026-07-15
Point,13.576909,52.4521669,Sitzbank,Sitzbank,,2026-07-15
Point,13.5829071,52.4538901,Sitzbank,Sitzbank,,2026-07-15
Point,13.5829055,52.4538631,Sitzbank,Sitzbank,,2026-07-15
Point,13.6283678,52.4163686,Sitzbank,Sitzbank,,2026-07-15
Point,13.5032823,52.4944869,Sitzbank,Sitzbank,,2026-07-15
Point,13.5045929,52.4952576,Sitzbank,Sitzbank,,2026-07-15
Point,13.5041724,52.4953216,Sitzbank,Sitzbank,,2026-07-15
Point,13.5044316,52.4948136,Sitzbank,Sitzbank,,2026-07-15
Point,13.3442336,52.5165935,Sitzbank,Sitzbank,,2026-07-15
Point,13.5808802,52.4538369,Sitzbank,Sitzbank,,2026-07-15
Point,13.5808497,52.4538981,Sitzbank,Sitzbank,,2026-07-15
Point,13.3539358,52.5447867,Sitzbank,Sitzbank,,2026-07-15
Point,13.4699531,52.4971259,Sitzbank,Sitzbank,,2026-07-15
Point,13.4706839,52.4969064,Sitzbank,Sitzbank,,2026-07-15
Point,13.4705072,52.4969637,Sitzbank,Sitzbank,,2026-07-15
Point,13.2015904,52.5267796,Sitzbank,Sitzbank,,2026-07-15
Point,13.72267,52.4353094,Sitzbank,Sitzbank,,2026-07-15
Point,13.7307004,52.4288466,Sitzbank,Sitzbank,,2026-07-15
Point,13.3344766,52.532268,Sitzbank,Sitzbank,,2026-07-15
Point,13.63317,52.4172922,Sitzbank,Sitzbank,,2026-07-15
Point,13.6331999,52.4173316,Sitzbank,Sitzbank,,2026-07-15
Point,13.6342283,52.4202839,Sitzbank,Sitzbank,,2026-07-15
Point,13.6339671,52.4203092,Sitzbank,Sitzbank,,2026-07-15
Point,13.6340276,52.4202988,Sitzbank,Sitzbank,,2026-07-15
Point,13.6309278,52.4212736,Sitzbank,Sitzbank,,2026-07-15
Point,13.6342822,52.4202749,Sitzbank,Sitzbank,,2026-07-15
Point,13.6385974,52.4188212,Sitzbank,Sitzbank,,2026-07-15
Point,13.3440662,52.5986886,Sitzbank,Sitzbank,,2026-07-15
Point,13.5109468,52.5042145,Sitzbank,Sitzbank,,2026-07-15
Point,13.2009927,52.5483044,Sitzbank,Sitzbank,,2026-07-15
Point,13.2008093,52.5488754,Sitzbank,Sitzbank,,2026-07-15
Point,13.2008164,52.548849,Sitzbank,Sitzbank,,2026-07-15
Point,13.2032416,52.5468463,Sitzbank,Sitzbank,,2026-07-15
Point,13.2015534,52.5477464,Sitzbank,Sitzbank,,2026-07-15
Point,13.4971519,52.5009585,Sitzbank,Sitzbank,,2026-07-15
Point,13.3107308,52.5333063,Sitzbank,Sitzbank,,2026-07-15
Point,13.3107214,52.5333308,Sitzbank,Sitzbank,,2026-07-15
Point,13.3106973,52.5333895,Sitzbank,Sitzbank,,2026-07-15
Point,13.3106865,52.5334148,Sitzbank,Sitzbank,,2026-07-15
Point,13.3106597,52.5334784,Sitzbank,Sitzbank,,2026-07-15
Point,13.3106503,52.5335021,Sitzbank,Sitzbank,,2026-07-15
Point,13.3103982,52.533498,Sitzbank,Sitzbank,,2026-07-15
Point,13.3101662,52.5333585,Sitzbank,Sitzbank,,2026-07-15
Point,13.3101715,52.5332973,Sitzbank,Sitzbank,,2026-07-15
Point,13.3071507,52.5331129,Sitzbank,Sitzbank,,2026-07-15
Point,13.3069522,52.5330028,Sitzbank,Sitzbank,,2026-07-15
Point,13.4796399,52.5142986,Sitzbank,Sitzbank,,2026-07-15
Point,13.4504333,52.5394233,Sitzbank,Sitzbank,,2026-07-15
Point,13.450385,52.5394266,Sitzbank,Sitzbank,,2026-07-15
Point,13.4503341,52.5391362,Sitzbank,Sitzbank,,2026-07-15
Point,13.4502885,52.5391411,Sitzbank,Sitzbank,,2026-07-15
Point,13.4501624,52.5392537,Sitzbank,Sitzbank,,2026-07-15
Point,13.4501222,52.5392667,Sitzbank,Sitzbank,,2026-07-15
Point,13.4501597,52.5393075,Sitzbank,Sitzbank,,2026-07-15
Point,13.4502295,52.5393434,Sitzbank,Sitzbank,,2026-07-15
Point,13.4199018,52.5068767,Sitzbank,Sitzbank,,2026-07-15
Point,13.4195647,52.5064089,Sitzbank,Sitzbank,,2026-07-15
Point,13.4200108,52.5070265,Sitzbank,Sitzbank,,2026-07-15
Point,13.4433771,52.5420371,Sitzbank,Sitzbank,,2026-07-15
Point,13.4435148,52.5419856,Sitzbank,Sitzbank,,2026-07-15
Point,13.4197189,52.5066216,Sitzbank,Sitzbank,,2026-07-15
Point,13.5470755,52.5441868,Sitzbank,Sitzbank,,2026-07-15
Point,13.5468969,52.5441231,Sitzbank,Sitzbank,,2026-07-15
Point,13.5444072,52.5431215,Sitzbank,Sitzbank,,2026-07-15
Point,13.5462611,52.5437433,Sitzbank,Sitzbank,,2026-07-15
Point,13.5509708,52.5482461,Sitzbank,Sitzbank,,2026-07-15
Point,13.5507842,52.548016,Sitzbank,Sitzbank,,2026-07-15
Point,13.550418,52.5475981,Sitzbank,Sitzbank,,2026-07-15
Point,13.5502128,52.5473673,Sitzbank,Sitzbank,,2026-07-15
Point,13.5533713,52.5503874,Sitzbank,Sitzbank,,2026-07-15
Point,13.5532995,52.5505044,Sitzbank,Sitzbank,,2026-07-15
Point,13.5535136,52.5503922,Sitzbank,Sitzbank,,2026-07-15
Point,13.5519952,52.5507777,Sitzbank,Sitzbank,,2026-07-15
Point,13.2680287,52.472538,Sitzbank,Sitzbank,,2026-07-15
Point,13.6174062,52.4107337,Sitzbank,Sitzbank,,2026-07-15
Point,13.4085709,52.5152068,Sitzbank,Sitzbank,,2026-07-15
Point,13.4093679,52.5150712,Sitzbank,Sitzbank,,2026-07-15
Point,13.409455,52.5150657,Sitzbank,Sitzbank,,2026-07-15
Point,13.4099274,52.515023,Sitzbank,Sitzbank,,2026-07-15
Point,13.4100311,52.515015,Sitzbank,Sitzbank,,2026-07-15
Point,13.415197,52.5150584,Sitzbank,Sitzbank,,2026-07-15
Point,13.4152455,52.5150555,Sitzbank,Sitzbank,,2026-07-15
Point,13.4153136,52.5150496,Sitzbank,Sitzbank,,2026-07-15
Point,13.415353,52.5150511,Sitzbank,Sitzbank,,2026-07-15
Point,13.310485,52.508521,Sitzbank,Sitzbank,,2026-07-15
Point,13.1818687,52.5409298,Sitzbank,Sitzbank,,2026-07-15
Point,13.4151639,52.5150603,Sitzbank,Sitzbank,,2026-07-15
Point,13.4786403,52.5181459,Sitzbank,Sitzbank,,2026-07-15
Point,13.4786284,52.5182032,Sitzbank,Sitzbank,,2026-07-15
Point,13.4785665,52.518208,Sitzbank,Sitzbank,,2026-07-15
Point,13.4785172,52.5185699,Sitzbank,Sitzbank,,2026-07-15
Point,13.4785102,52.5186103,Sitzbank,Sitzbank,,2026-07-15
Point,13.5318885,52.5053919,Sitzbank,Sitzbank,,2026-07-15
Point,13.5317912,52.5054151,Sitzbank,Sitzbank,,2026-07-15
Point,13.5319759,52.5055703,Sitzbank,Sitzbank,,2026-07-15
Point,13.534978,52.5003794,Sitzbank,Sitzbank,,2026-07-15
Point,13.2862683,52.5990079,Sitzbank,Sitzbank,,2026-07-15
Point,13.2846004,52.5982487,Sitzbank,Sitzbank,,2026-07-15
Point,13.2996897,52.60688,Sitzbank,Sitzbank,,2026-07-15
Point,13.3105291,52.6089331,Sitzbank,Sitzbank,,2026-07-15
Point,13.3041144,52.6069643,Sitzbank,Sitzbank,,2026-07-15
Point,13.3094105,52.6085691,Sitzbank,Sitzbank,,2026-07-15
Point,13.3094292,52.6085956,Sitzbank,Sitzbank,,2026-07-15
Point,13.3085681,52.6082458,Sitzbank,Sitzbank,,2026-07-15
Point,13.308232,52.6082926,Sitzbank,Sitzbank,,2026-07-15
Point,13.3070653,52.6083799,Sitzbank,Sitzbank,,2026-07-15
Point,13.3073425,52.6084463,Sitzbank,Sitzbank,,2026-07-15
Point,13.3085184,52.6082478,Sitzbank,Sitzbank,,2026-07-15
Point,13.4343107,52.5256519,Sitzbank,Sitzbank,,2026-07-15
Point,13.434396,52.5256317,Sitzbank,Sitzbank,,2026-07-15
Point,13.4343177,52.5259814,Sitzbank,Sitzbank,,2026-07-15
Point,13.4346442,52.5256798,Sitzbank,Sitzbank,,2026-07-15
Point,13.4345367,52.5259895,Sitzbank,Sitzbank,,2026-07-15
Point,13.6278684,52.444671,Sitzbank,Sitzbank,,2026-07-15
Point,13.6271789,52.4443888,Sitzbank,Sitzbank,,2026-07-15
Point,13.6271528,52.4444426,Sitzbank,Sitzbank,,2026-07-15
Point,13.6269462,52.4444762,Sitzbank,Sitzbank,,2026-07-15
Point,13.6268822,52.4444376,Sitzbank,Sitzbank,,2026-07-15
Point,13.6266818,52.4444753,Sitzbank,Sitzbank,,2026-07-15
Point,13.6263998,52.4446094,Sitzbank,Sitzbank,,2026-07-15
Point,13.6274922,52.4452369,Sitzbank,Sitzbank,,2026-07-15
Point,13.6273661,52.4452716,Sitzbank,Sitzbank,,2026-07-15
Point,13.6276221,52.4455253,Sitzbank,Sitzbank,,2026-07-15
Point,13.6274728,52.4455535,Sitzbank,Sitzbank,,2026-07-15
Point,13.3559485,52.620248,Sitzbank,Sitzbank,,2026-07-15
Point,13.352074,52.62112,Sitzbank,Sitzbank,,2026-07-15
Point,13.3520445,52.6211501,Sitzbank,Sitzbank,,2026-07-15
Point,13.3547692,52.5400819,Sitzbank,Sitzbank,,2026-07-15
Point,13.3547177,52.5401984,Sitzbank,Sitzbank,,2026-07-15
Point,13.4538651,52.5463229,Sitzbank,Sitzbank,,2026-07-15
Point,13.4538507,52.5463482,Sitzbank,Sitzbank,,2026-07-15
Point,13.4537556,52.5464961,Sitzbank,Sitzbank,,2026-07-15
Point,13.453746,52.5464344,Sitzbank,Sitzbank,,2026-07-15
Point,13.4537974,52.5464177,Sitzbank,Sitzbank,,2026-07-15
Point,13.5031918,52.5083322,Sitzbank,Sitzbank,,2026-07-15
Point,13.5032627,52.5084127,Sitzbank,Sitzbank,,2026-07-15
Point,13.50199,52.5068229,Sitzbank,Sitzbank,,2026-07-15
Point,13.5307576,52.4767734,Sitzbank,Sitzbank,,2026-07-15
Point,13.5307275,52.476788,Sitzbank,Sitzbank,,2026-07-15
Point,13.5306973,52.4766203,Sitzbank,Sitzbank,,2026-07-15
Point,13.5323431,52.4760503,Sitzbank,Sitzbank,,2026-07-15
Point,13.5329022,52.4757966,Sitzbank,Sitzbank,,2026-07-15
Point,13.5325639,52.4759499,Sitzbank,Sitzbank,,2026-07-15
Point,13.532872,52.4758093,Sitzbank,Sitzbank,,2026-07-15
Point,13.5323147,52.4760647,Sitzbank,Sitzbank,,2026-07-15
Point,13.5428551,52.4620855,Sitzbank,Sitzbank,,2026-07-15
Point,13.544203,52.4628856,Sitzbank,Sitzbank,,2026-07-15
Point,13.5393874,52.4630557,Sitzbank,Sitzbank,,2026-07-15
Point,13.5423153,52.462232,Sitzbank,Sitzbank,,2026-07-15
Point,13.5403424,52.4627751,Sitzbank,Sitzbank,,2026-07-15
Point,13.5478251,52.4647909,Sitzbank,Sitzbank,,2026-07-15
Point,13.5478794,52.4646951,Sitzbank,Sitzbank,,2026-07-15
Point,13.5467868,52.4688008,Sitzbank,Sitzbank,,2026-07-15
Point,13.3442267,52.5086229,Sitzbank,Sitzbank,,2026-07-15
Point,13.5194274,52.4808069,Sitzbank,Sitzbank,,2026-07-15
Point,13.5278383,52.4779651,Sitzbank,Sitzbank,,2026-07-15
Point,13.5280116,52.4778904,Sitzbank,Sitzbank,,2026-07-15
Point,13.4796469,52.5179561,Sitzbank,Sitzbank,,2026-07-15
Point,13.4796377,52.5180088,Sitzbank,Sitzbank,,2026-07-15
Point,13.479626,52.5181302,Sitzbank,Sitzbank,,2026-07-15
Point,13.4796236,52.5181481,Sitzbank,Sitzbank,,2026-07-15
Point,13.4796156,52.5181847,Sitzbank,Sitzbank,,2026-07-15
Point,13.4796131,52.5182016,Sitzbank,Sitzbank,,2026-07-15
Point,13.4795904,52.5182912,Sitzbank,Sitzbank,,2026-07-15
Point,13.4795775,52.5183398,Sitzbank,Sitzbank,,2026-07-15
Point,13.5179048,52.4893909,Sitzbank,Sitzbank,,2026-07-15
Point,13.5191549,52.4904119,Sitzbank,Sitzbank,,2026-07-15
Point,13.5183923,52.4900731,Sitzbank,Sitzbank,,2026-07-15
Point,13.5189138,52.4904031,Sitzbank,Sitzbank,,2026-07-15
Point,13.5176578,52.4894326,Sitzbank,Sitzbank,,2026-07-15
Point,13.51799,52.4904593,Sitzbank,Sitzbank,,2026-07-15
Point,13.5183914,52.4901655,Sitzbank,Sitzbank,,2026-07-15
Point,13.5179565,52.4904305,Sitzbank,Sitzbank,,2026-07-15
Point,13.5175626,52.4888673,Sitzbank,Sitzbank,,2026-07-15
Point,13.5172795,52.488917,Sitzbank,Sitzbank,,2026-07-15
Point,13.517331,52.4889147,Sitzbank,Sitzbank,,2026-07-15
Point,13.5174504,52.4889168,Sitzbank,Sitzbank,,2026-07-15
Point,13.4793913,52.5187172,Sitzbank,Sitzbank,,2026-07-15
Point,13.4793354,52.5187489,Sitzbank,Sitzbank,,2026-07-15
Point,13.479279,52.5187746,Sitzbank,Sitzbank,,2026-07-15
Point,13.4792249,52.5187976,Sitzbank,Sitzbank,,2026-07-15
Point,13.3646952,52.5271457,Sitzbank,Sitzbank,,2026-07-15
Point,13.3646315,52.5271264,Sitzbank,Sitzbank,,2026-07-15
Point,13.4150672,52.5127002,Sitzbank,Sitzbank,,2026-07-15
Point,13.4149989,52.5127005,Sitzbank,Sitzbank,,2026-07-15
Point,13.4150365,52.5126981,Sitzbank,Sitzbank,,2026-07-15
Point,13.4151594,52.5132909,Sitzbank,Sitzbank,,2026-07-15
Point,13.415114,52.5132986,Sitzbank,Sitzbank,,2026-07-15
Point,13.4150134,52.5133169,Sitzbank,Sitzbank,,2026-07-15
Point,13.4149662,52.5133266,Sitzbank,Sitzbank,,2026-07-15
Point,13.4136919,52.5133075,Sitzbank,Sitzbank,,2026-07-15
Point,13.4140198,52.5130559,Sitzbank,Sitzbank,,2026-07-15
Point,13.4136777,52.5133242,Sitzbank,Sitzbank,,2026-07-15
Point,13.4140417,52.5130293,Sitzbank,Sitzbank,,2026-07-15
Point,13.4201035,52.5164486,Sitzbank,Sitzbank,,2026-07-15
Point,13.4202014,52.5163939,Sitzbank,Sitzbank,,2026-07-15
Point,13.4201784,52.5163607,Sitzbank,Sitzbank,,2026-07-15
Point,13.3424711,52.5168808,Sitzbank,Sitzbank,,2026-07-15
Point,13.3424682,52.5169063,Sitzbank,Sitzbank,,2026-07-15
Point,13.3424638,52.5169343,Sitzbank,Sitzbank,,2026-07-15
Point,13.3528887,52.6202654,Sitzbank,Sitzbank,,2026-07-15
Point,13.4981632,52.5000861,Sitzbank,Sitzbank,,2026-07-15
Point,13.498114,52.5000347,Sitzbank,Sitzbank,,2026-07-15
Point,13.4975495,52.5000574,Sitzbank,Sitzbank,,2026-07-15
Point,13.4973353,52.500127,Sitzbank,Sitzbank,,2026-07-15
Point,13.4977715,52.4999865,Sitzbank,Sitzbank,,2026-07-15
Point,13.5050761,52.4993341,Sitzbank,Sitzbank,,2026-07-15
Point,13.5045228,52.4980708,Sitzbank,Sitzbank,,2026-07-15
Point,13.5124099,52.5006513,Sitzbank,Sitzbank,,2026-07-15
Point,13.5123699,52.5007465,Sitzbank,Sitzbank,,2026-07-15
Point,13.5479833,52.5443196,Sitzbank,Sitzbank,,2026-07-15
Point,13.5479552,52.5443742,Sitzbank,Sitzbank,,2026-07-15
Point,13.5484327,52.544361,Sitzbank,Sitzbank,,2026-07-15
Point,13.5484446,52.5443031,Sitzbank,Sitzbank,,2026-07-15
Point,13.5052399,52.5000216,Sitzbank,Sitzbank,,2026-07-15
Point,13.5060458,52.4998993,Sitzbank,Sitzbank,,2026-07-15
Point,13.5103824,52.5012374,Sitzbank,Sitzbank,,2026-07-15
Point,13.5105631,52.5029612,Sitzbank,Sitzbank,,2026-07-15
Point,13.5097872,52.5013283,Sitzbank,Sitzbank,,2026-07-15
Point,13.5109793,52.5011158,Sitzbank,Sitzbank,,2026-07-15
Point,13.5259758,52.4170948,Sitzbank,Sitzbank,,2026-07-15
Point,13.5071248,52.4965435,Sitzbank,Sitzbank,,2026-07-15
Point,13.507057,52.4965577,Sitzbank,Sitzbank,,2026-07-15
Point,13.5065455,52.496652,Sitzbank,Sitzbank,,2026-07-15
Point,13.5066063,52.4966405,Sitzbank,Sitzbank,,2026-07-15
Point,13.5298001,52.4088922,Sitzbank,Sitzbank,,2026-07-15
Point,13.473674,52.4957276,Sitzbank,Sitzbank,,2026-07-15
Point,13.4738018,52.4959226,Sitzbank,Sitzbank,,2026-07-15
Point,13.4730776,52.4961532,Sitzbank,Sitzbank,,2026-07-15
Point,13.472911,52.4962085,Sitzbank,Sitzbank,,2026-07-15
Point,13.4737495,52.4958639,Sitzbank,Sitzbank,,2026-07-15
Point,13.4730698,52.496086,Sitzbank,Sitzbank,,2026-07-15
Point,13.4737882,52.4956882,Sitzbank,Sitzbank,,2026-07-15
Point,13.5730666,52.542723,Sitzbank,Sitzbank,,2026-07-15
Point,13.5729311,52.542746,Sitzbank,Sitzbank,,2026-07-15
Point,13.2961343,52.4765096,Sitzbank,Sitzbank,,2026-07-15
Point,13.2960539,52.4765135,Sitzbank,Sitzbank,,2026-07-15
Point,13.2961456,52.4765762,Sitzbank,Sitzbank,,2026-07-15
Point,13.2960603,52.4765772,Sitzbank,Sitzbank,,2026-07-15
Point,13.3982771,52.5156369,Sitzbank,Sitzbank,,2026-07-15
Point,13.3982404,52.5156302,Sitzbank,Sitzbank,,2026-07-15
Point,13.5869014,52.5422783,Sitzbank,Sitzbank,,2026-07-15
Point,13.5869461,52.5421695,Sitzbank,Sitzbank,,2026-07-15
Point,13.5804155,52.5446991,Sitzbank,Sitzbank,,2026-07-15
Point,13.5813694,52.5451889,Sitzbank,Sitzbank,,2026-07-15
Point,13.5740275,52.5444086,Sitzbank,Sitzbank,,2026-07-15
Point,13.1227485,52.4312404,Sitzbank,Sitzbank,,2026-07-15
Point,13.1194413,52.4308127,Sitzbank,Sitzbank,,2026-07-15
Point,13.197964,52.5537913,Sitzbank,Sitzbank,,2026-07-15
Point,13.3289925,52.5116576,Sitzbank,Sitzbank,TUB Sitzbank am Kinderspielsplatz,2026-07-15
Point,13.3289004,52.5117718,Sitzbank,Sitzbank,TUB Sitzbank im Kinderspielsplatz,2026-07-15
Point,13.328615,52.5113817,Sitzbank,Sitzbank,,2026-07-15
Point,13.3285928,52.5113547,Sitzbank,Sitzbank,,2026-07-15
Point,13.328438,52.5111549,Sitzbank,Sitzbank,,2026-07-15
Point,13.3284227,52.5111375,Sitzbank,Sitzbank,,2026-07-15
Point,13.3485134,52.5423907,Sitzbank,Sitzbank,,2026-07-15
Point,13.3437069,52.5319767,Sitzbank,Sitzbank,,2026-07-15
Point,13.3436767,52.5319625,Sitzbank,Sitzbank,,2026-07-15
Point,13.4136724,52.5219943,Sitzbank,Sitzbank,,2026-07-15
Point,13.5812052,52.5451629,Sitzbank,Sitzbank,,2026-07-15
Point,13.5837541,52.5475678,Sitzbank,Sitzbank,,2026-07-15
Point,13.5837817,52.5477796,Sitzbank,Sitzbank,,2026-07-15
Point,13.4107549,52.5392865,Sitzbank,Sitzbank,,2026-07-15
Point,13.4108661,52.539287,Sitzbank,Sitzbank,,2026-07-15
Point,13.3700724,52.5230944,Sitzbank,Sitzbank,,2026-07-15
Point,13.3702298,52.523136,Sitzbank,Sitzbank,,2026-07-15
Point,13.1500058,52.452876,Sitzbank,Sitzbank,,2026-07-15
Point,13.1502619,52.4526701,Sitzbank,Sitzbank,,2026-07-15
Point,13.1492668,52.4526693,Sitzbank,Sitzbank,,2026-07-15
Point,13.1495082,52.4527804,Sitzbank,Sitzbank,,2026-07-15
Point,13.1503746,52.4525655,Sitzbank,Sitzbank,,2026-07-15
Point,13.1504819,52.4524396,Sitzbank,Sitzbank,,2026-07-15
Point,13.1507286,52.4522712,Sitzbank,Sitzbank,,2026-07-15
Point,13.1490725,52.4521803,Sitzbank,Sitzbank,,2026-07-15
Point,13.4739888,52.5310475,Sitzbank,Sitzbank,,2026-07-15
Point,13.4739602,52.5310763,Sitzbank,Sitzbank,,2026-07-15
Point,13.4742032,52.5311571,Sitzbank,Sitzbank,,2026-07-15
Point,13.47417,52.5311773,Sitzbank,Sitzbank,,2026-07-15
Point,13.4758789,52.5325446,Sitzbank,Sitzbank,,2026-07-15
Point,13.3620022,52.5208592,Sitzbank,Sitzbank,,2026-07-15
Point,13.3619338,52.52086,Sitzbank,Sitzbank,,2026-07-15
Point,13.3619331,52.5207796,Sitzbank,Sitzbank,,2026-07-15
Point,13.3620055,52.52078,Sitzbank,Sitzbank,,2026-07-15
Point,13.3615836,52.5208572,Sitzbank,Sitzbank,,2026-07-15
Point,13.3615856,52.5207797,Sitzbank,Sitzbank,,2026-07-15
Point,13.3614069,52.5207801,Sitzbank,Sitzbank,,2026-07-15
Point,13.3614008,52.5208597,Sitzbank,Sitzbank,,2026-07-15
Point,13.3608781,52.5208573,Sitzbank,Sitzbank,,2026-07-15
Point,13.3609471,52.5208565,Sitzbank,Sitzbank,,2026-07-15
Point,13.3608781,52.520784,Sitzbank,Sitzbank,,2026-07-15
Point,13.3609471,52.5207863,Sitzbank,Sitzbank,,2026-07-15
Point,13.3603459,52.5208573,Sitzbank,Sitzbank,,2026-07-15
Point,13.3604237,52.5208581,Sitzbank,Sitzbank,,2026-07-15
Point,13.3603434,52.5207832,Sitzbank,Sitzbank,,2026-07-15
Point,13.3604225,52.5207832,Sitzbank,Sitzbank,,2026-07-15
Point,13.4117827,52.5072705,Sitzbank,Sitzbank,,2026-07-15
Point,13.4112918,52.5073252,Sitzbank,Sitzbank,,2026-07-15
Point,13.4112623,52.5073072,Sitzbank,Sitzbank,,2026-07-15
Point,13.4213258,52.4717181,Sitzbank,Sitzbank,,2026-07-15
Point,13.421387,52.471648,Sitzbank,Sitzbank,,2026-07-15
Point,13.4213443,52.4716435,Sitzbank,Sitzbank,,2026-07-15
Point,13.4213646,52.4717217,Sitzbank,Sitzbank,,2026-07-15
Point,13.4226545,52.4718457,Sitzbank,Sitzbank,,2026-07-15
Point,13.4226165,52.4718419,Sitzbank,Sitzbank,,2026-07-15
Point,13.4282969,52.4725039,Sitzbank,Sitzbank,,2026-07-15
Point,13.4283372,52.4724004,Sitzbank,Sitzbank,,2026-07-15
Point,13.5153307,52.4983284,Sitzbank,Sitzbank,,2026-07-15
Point,13.5143212,52.4978471,Sitzbank,Sitzbank,,2026-07-15
Point,13.5153115,52.4981886,Sitzbank,Sitzbank,,2026-07-15
Point,13.5143222,52.4958863,Sitzbank,Sitzbank,,2026-07-15
Point,13.5143453,52.4960799,Sitzbank,Sitzbank,,2026-07-15
Point,13.5086235,52.4982042,Sitzbank,Sitzbank,,2026-07-15
Point,13.5086108,52.4981655,Sitzbank,Sitzbank,,2026-07-15
Point,13.5080302,52.4970574,Sitzbank,Sitzbank,,2026-07-15
Point,13.4257934,52.4721516,Sitzbank,Sitzbank,,2026-07-15
Point,13.4257517,52.4721455,Sitzbank,Sitzbank,,2026-07-15
Point,13.4246284,52.4720626,Sitzbank,Sitzbank,,2026-07-15
Point,13.4245854,52.4720579,Sitzbank,Sitzbank,,2026-07-15
Point,13.3276956,52.5070226,Sitzbank,Sitzbank,,2026-07-15
Point,13.4355727,52.4804533,Sitzbank,Sitzbank,,2026-07-15
Point,13.435598,52.4804436,Sitzbank,Sitzbank,,2026-07-15
Point,13.5695311,52.5332349,Sitzbank,Sitzbank,,2026-07-15
Point,13.5695186,52.5332588,Sitzbank,Sitzbank,,2026-07-15
Point,13.5694976,52.53329,Sitzbank,Sitzbank,,2026-07-15
Point,13.5694707,52.5333123,Sitzbank,Sitzbank,,2026-07-15
Point,13.5695973,52.5333458,Sitzbank,Sitzbank,,2026-07-15
Point,13.5696032,52.5333781,Sitzbank,Sitzbank,,2026-07-15
Point,13.5695671,52.5334212,Sitzbank,Sitzbank,,2026-07-15
Point,13.411848,52.5098255,Sitzbank,Sitzbank,,2026-07-15
Point,13.4118434,52.5098486,Sitzbank,Sitzbank,,2026-07-15
Point,13.4118355,52.5098355,Sitzbank,Sitzbank,,2026-07-15
Point,13.2571467,52.4444485,Sitzbank,Sitzbank,,2026-07-15
Point,13.2569855,52.4445489,Sitzbank,Sitzbank,,2026-07-15
Point,13.3595378,52.5171307,Sitzbank,Sitzbank,,2026-07-15
Point,13.358921,52.5170172,Sitzbank,Sitzbank,,2026-07-15
Point,13.2957852,52.4425039,Sitzbank,Sitzbank,,2026-07-15
Point,13.3388546,52.5584778,Sitzbank,Sitzbank,,2026-07-15
Point,13.4099413,52.4017471,Sitzbank,Sitzbank,,2026-07-15
Point,13.4098904,52.4017471,Sitzbank,Sitzbank,,2026-07-15
Point,13.2899974,52.6326036,Sitzbank,Sitzbank,,2026-07-15
Point,13.3403232,52.5150299,Sitzbank,Sitzbank,,2026-07-15
Point,13.340875,52.5150233,Sitzbank,Sitzbank,,2026-07-15
Point,13.3409207,52.5150221,Sitzbank,Sitzbank,,2026-07-15
Point,13.3427068,52.5147217,Sitzbank,Sitzbank,,2026-07-15
Point,13.3426791,52.5147275,Sitzbank,Sitzbank,,2026-07-15
Point,13.3431916,52.5149477,Sitzbank,Sitzbank,,2026-07-15
Point,13.3431811,52.5149843,Sitzbank,Sitzbank,,2026-07-15
Point,13.3395053,52.5141386,Sitzbank,Sitzbank,,2026-07-15
Point,13.339509,52.5149655,Sitzbank,Sitzbank,,2026-07-15
Point,13.3382262,52.5139529,Sitzbank,Sitzbank,,2026-07-15
Point,13.3382746,52.513963,Sitzbank,Sitzbank,,2026-07-15
Point,13.3452977,52.5156101,Sitzbank,Sitzbank,,2026-07-15
Point,13.3589008,52.5170405,Sitzbank,Sitzbank,,2026-07-15
Point,13.3373593,52.5128777,Sitzbank,Sitzbank,,2026-07-15
Point,13.3378478,52.5132091,Sitzbank,Sitzbank,,2026-07-15
Point,13.3379001,52.513174,Sitzbank,Sitzbank,,2026-07-15
Point,13.3379752,52.5130777,Sitzbank,Sitzbank,,2026-07-15
Point,13.3373213,52.5129563,Sitzbank,Sitzbank,,2026-07-15
Point,13.337119,52.5126703,Sitzbank,Sitzbank,,2026-07-15
Point,13.3370464,52.5128116,Sitzbank,Sitzbank,,2026-07-15
Point,13.338823,52.5133513,Sitzbank,Sitzbank,,2026-07-15
Point,13.3388633,52.5133553,Sitzbank,Sitzbank,,2026-07-15
Point,13.3389049,52.513357,Sitzbank,Sitzbank,,2026-07-15
Point,13.5349394,52.4675152,Sitzbank,Sitzbank,,2026-07-15
Point,13.5291353,52.4799555,Sitzbank,Sitzbank,,2026-07-15
Point,13.4902304,52.5382553,Sitzbank,Sitzbank,,2026-07-15
Point,13.4902946,52.5382138,Sitzbank,Sitzbank,,2026-07-15
Point,13.4904343,52.5382954,Sitzbank,Sitzbank,,2026-07-15
Point,13.4903663,52.5383372,Sitzbank,Sitzbank,,2026-07-15
Point,13.4899891,52.5383371,Sitzbank,Sitzbank,,2026-07-15
Point,13.4900218,52.538318,Sitzbank,Sitzbank,,2026-07-15
Point,13.4900587,52.5382964,Sitzbank,Sitzbank,,2026-07-15
Point,13.4902838,52.5384326,Sitzbank,Sitzbank,,2026-07-15
Point,13.490253,52.5384524,Sitzbank,Sitzbank,,2026-07-15
Point,13.4902182,52.5384728,Sitzbank,Sitzbank,,2026-07-15
