type,coordinates long,coordinates lat,category,name,info
Point,13.386984685109844,52.547293896867586,Brunnen,Biberbrunnen,Rosengarten im Humboldhain
Point,13.256473030118176,52.51883678327844,Brunnen,Becken mit Wasserfall,Brixplatz
Point,13.26186193135757,52.54653651417247,Brunnen,Genoveva-Brunnen,
Point,13.322311253753568,52.512582135719505,Brunnen,Brunnenanlage,
Point,13.321654382454174,52.512687619104454,Brunnen,Brunnenanlage,
Point,13.30634000853431,52.50775661487637,Brunnen,Kugelbrunnen,Wilmersdorfer Straße
Point,13.289743653023054,52.50910196092592,Brunnen,Kleine Kaskaden,
Point,13.307205509137289,52.51512026098543,Brunnen,Springbrunnen,
Point,13.194850720831028,52.569701838047834,Brunnen,Brunnen,
Point,13.676954888458166,52.406525592960875,Brunnen,3 Brunnen,
Point,13.56239241720719,52.55932712926365,Brunnen,Keramiksitzbrunnen,
Point,13.577054828700875,52.54918048819413,Brunnen,Plansche Marzahn-Ost,
Point,13.569147478900707,52.55315620340999,Brunnen,Brunnen mit Findling,
Point,13.562853861322,52.55462407593654,Brunnen,Lindenbrunnen,
Point,13.560750599828868,52.56769716490557,Brunnen,Kunst-Wassersprühfeld,
Point,13.509425934256592,52.560932358767545,Brunnen,Mühlenradbrunnen,EKZ Am Mühlengrund / Rotkamp 2
Point,13.573181765965137,52.56488633086324,Brunnen,Wasserspielplatz Clara-Zetkin-Park II,Rabensteiner Straße / Borkheider Straße
Point,13.508381880474845,52.565767104178065,Brunnen,Brunnen der Jugend,Wustrowerstraße 22 / Stadtplatz Wartenberger Straße 174
Point,13.580699678123553,52.5529621047876,Brunnen,Granitbrunnen,Parsteiner Ring / Glambecker Ring
Point,13.502546908463893,52.5661415386348,Brunnen,Schalenbrunnen,Zingster Straße 16 / Schwimmhalle Zingster Straße
Point,13.451060598303277,52.54772398313112,Brunnen,Antonplatz Süd,Berliner Allee 28-32 / Bizetstraße 21-23
Point,13.422742972967816,52.519502649231214,Brunnen,Brunnen,
Point,13.423408060973292,52.499470570767244,Brunnen,Wasserkaskade,
Point,13.418296197507686,52.53392483635686,Brunnen,Löwenbrunnen,
Point,13.556047953042603,52.546361442195796,Brunnen,Großes Bassin,
Point,13.539427500690987,52.52755022675411,Brunnen,"Treppenbrunnen ""Generationen""",
Point,13.564072704261243,52.54069816309215,Brunnen,Plansche am Anger,Allee der Kosmonauten 192-198
Point,13.527715601912893,52.511454263509464,Brunnen,Kogge,
